Movie Name,Release Date,Opening Day,Opening Weekend,End of Week 1,Lifetime
Guru Ho Jaa Shuru,6-Jul-79,N.A. Cr,N.A. Cr,0.007 Cr,0.007 Cr
Suraksha,22-Jun-79,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.75 Cr
Mr. Natwarlal,8-Jun-79,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.25 Cr
Jaani Dushman,25-May-79,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.50 Cr
Amar Deep,18-May-79,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.15 Cr
Kartavya,11-May-79,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.75 Cr
The Great Gambler,6-Apr-79,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.25 Cr
Gautam Govinda,2-Mar-79,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.40 Cr
Muqabla,30-Nov-78,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.45 Cr
Dada,30-Nov-78,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.35 Cr
Noorie,30-Nov-78,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.50 Cr
Shaan,12-Dec-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.25 Cr
Ram Balram,28-Nov-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.75 Cr
Insaaf Ka Tarazu,11-Nov-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.25 Cr
Maang Bharo Sajna,7-Nov-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.15 Cr
Saboot,4-Nov-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.20 Cr
Nishana,17-Oct-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.25 Cr
Dostana,17-Oct-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.50 Cr
Abdullah,26-Sep-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.70 Cr
Judaai,26-Sep-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.50 Cr
Beraham,29-Aug-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.80 Cr
Unnes Bees,4-Jul-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.75 Cr
Sau Din Saas Ke,27-Jun-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.35 Cr
Karz,26-Jun-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.75 Cr
Qurbani,20-Jun-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,6 Cr
Thodi Si Bewafai,13-Jun-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.30 Cr
Jyoti Bane Jwala,6-Jun-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.50 Cr
Alibaba Aur 40 Chor,29-May-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,3 Cr
Choron Ki Baaraat,23-May-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.40 Cr
Swayamvar,9-May-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,2 Cr
Takkar,18-Apr-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.60 Cr
The Burning Train,28-Mar-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.25 Cr
Aasha,21-Mar-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,5 Cr
Chunaoti,14-Mar-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.90 Cr
Khubsoorat,25-Jan-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.15 Cr
Do Aur Do Paanch,4-Jan-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.50 Cr
Kaalia,25-Dec-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.75 Cr
Meri Awaaz Suno,18-Dec-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,6.5 Cr
Fifty Fifty,13-Nov-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.8 Cr
Maan Gaye Ustaad,30-Oct-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.65 Cr
Yaarana,23-Oct-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.5 Cr
Ek Hi Bhool,9-Oct-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.3 Cr
Khuda Kasam,9-Oct-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.6 Cr
Katilon Ka Katil,10-Sep-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,4 Cr
Hum Se Badhkar Kaun,3-Jul-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.7 Cr
Ek Duuje Ke Liye,5-Jun-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.75 Cr
Professor Pyarelal,5-Jun-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.2 Cr
Laawaris,22-May-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,6 Cr
Jyoti,15-May-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.45 Cr
Rocky,8-May-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,3 Cr
Wardat,24-Apr-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.40 Cr
Khoon Aur Paani,10-Apr-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.5 Cr
Kudrat,3-Apr-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.75 Cr
Krodhi,20-Mar-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.5 Cr
Love Story,27-Feb-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,5.75 Cr
Barsat Ki Ek Raat,20-Feb-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,2 Cr
Kranti,3-Feb-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,10 Cr
Bulandi,30-Jan-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.1 Cr
Waqt Ki Deewar,23-Jan-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.55 Cr
Hum Paanch,9-Jan-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.9 Cr
Naseeb,5-Jan-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,7.25 Cr
Disco Dancer,17-Dec-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.2 Cr
Samraat,11-Dec-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.4 Cr
Vidhaata,3-Dec-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,8 Cr
Jeeo Aur Jeene Do,19-Nov-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.1 Cr
Nikaah,24-Sep-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.5 Cr
Baghawat,27-Aug-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.3 Cr
Prem Rog,13-Aug-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,6.5 Cr
Dharam Kanta,6-Aug-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,3 Cr
Farz Aur Kanoon,6-Aug-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.75 Cr
Khud-Daar,30-Jul-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,5 Cr
Insaan,25-Jun-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.2 Cr
Badle Ki Aag,4-Jun-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.6 Cr
Teri Kasam,28-May-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.10 Cr
Ghazab,28-May-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.5 Cr
Main Inteqaam Loonga,21-May-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.5 Cr
Sanam Teri Kasam,14-May-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.3 Cr
Ashanti,7-May-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.4 Cr
Namak Halal,30-Apr-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,6 Cr
Desh Premee,23-Apr-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.6 Cr
Teesri Aankh,23-Apr-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.9 Cr
Rajput,16-Apr-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.75 Cr
Suraag,26-Mar-82,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
Satte Pe Satta,22-Jan-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.25 Cr
Hathkadi,15-Jan-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.8 Cr
Shakti,10-Jan-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,4 Cr
Nadiya Ke Paar,30-Nov-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.7 Cr
Hero,16-Dec-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,6.25 Cr
Coolie,2-Dec-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,9 Cr
Mawaali,4-Nov-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.25 Cr
Betaab,5-Aug-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,6.75 Cr
Naukar Biwi Ka,22-Jul-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.5 Cr
Justice Choudhary,15-Jul-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.25 Cr
Jaani Dost,27-May-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,4 Cr
Andha Kanoon,8-Apr-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.5 Cr
Himmatwala,25-Feb-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,5 Cr
Nastik,18-Feb-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.8 Cr
Sharaabi,18-May-84,0 Cr N.A,0 Cr N.A,0 Cr N.A,4 Cr
Maqsad,4-May-84,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.25 Cr
Tohfa,3-Feb-84,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.5 Cr
Mard,8-Nov-85,0 Cr N.A,0 Cr N.A,0 Cr N.A,8 Cr
Geraftaar,13-Sep-85,0 Cr N.A,0 Cr N.A,0 Cr N.A,5 Cr
Ram Teri Ganga Maili,16-Aug-85,0 Cr N.A,0 Cr N.A,0 Cr N.A,9.50 Cr
Pyar Jhukta Nahin,11-Jan-85,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.5 Cr
Nagina,28-Nov-86,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.75 Cr
Karma,8-Aug-86,0 Cr N.A,0 Cr N.A,0 Cr N.A,7 Cr
Aakhri Raasta,6-Jun-86,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.25 Cr
Khudgarz,30-Jul-87,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.75 Cr
Mr India,29-May-87,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.50 Cr
Hukumat,26-Mar-87,0 Cr N.A,0 Cr N.A,0 Cr N.A,5.50 Cr
Insaniyat Ke Dushman,2-Jan-87,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.25 Cr
Shahenshah,2-Dec-88,0 Cr N.A,0 Cr N.A,0 Cr N.A,6 Cr
Tezaab,10-Nov-88,0 Cr N.A,0 Cr N.A,0 Cr N.A,8 Cr
Qayamat Se Qayamat Tak,29-Apr-88,0 Cr N.A,0 Cr N.A,0 Cr N.A,3 Cr
Aag Hi Aag,3-Apr-88,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.5 Cr
Paap Ki Duniya,18-Mar-88,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.50 Cr
Maine Pyar Kiya,29-Dec-89,0 Cr N.A,0 Cr N.A,0 Cr N.A,14 Cr
Tridev,7-Jul-89,0 Cr N.A,0 Cr N.A,0 Cr N.A,8.50 Cr
Ram Lakhan,27-Jan-89,0 Cr N.A,0 Cr N.A,0 Cr N.A,9 Cr
Baaghi,21-Dec-90,0 Cr N.A,0 Cr N.A,0 Cr N.A,4 Cr
Thanedaar,14-Dec-90,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.75 Cr
Aaj Ka Arjun,10-Aug-90,0 Cr N.A,0 Cr N.A,0 Cr N.A,7 Cr
Jurm,5-Jul-90,0 Cr N.A,0 Cr N.A,0 Cr N.A,0 Cr
Dil,22-Jun-90,0 Cr N.A,0 Cr N.A,0 Cr N.A,10 Cr
Ghayal,22-Jun-90,0 Cr N.A,0 Cr N.A,0 Cr N.A,9.50 Cr
Kishen Kanhaiya,9-Mar-90,0 Cr N.A,0 Cr N.A,0 Cr N.A,5 Cr
Agneepath,16-Feb-90,0 Cr N.A,0 Cr N.A,0 Cr N.A,5.75 Cr
Sadak,20-Dec-91,0 Cr N.A,0 Cr N.A,0 Cr N.A,6 Cr
Saajan,20-Dec-91,0 Cr N.A,0 Cr N.A,0 Cr N.A,10 Cr
Phool Aur Kaante,21-Nov-91,0 Cr N.A,0 Cr N.A,0 Cr N.A,6.50 Cr
Sanam Bewafa,1-Nov-91,0 Cr N.A,0 Cr N.A,0 Cr N.A,5.75 Cr
Saudagar,9-Aug-91,0 Cr N.A,0 Cr N.A,0 Cr N.A,8.75 Cr
Dil Hai Ke Manta Nahin,12-Jul-91,0 Cr N.A,0 Cr N.A,0 Cr N.A,4 Cr
Hum,1-Feb-91,0 Cr N.A,0 Cr N.A,0 Cr N.A,9.25 Cr
Saugandh,25-Jan-91,0 Cr N.A,0 Cr N.A,0 Cr N.A,2 Cr
Jigar,23-Oct-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,5 Cr
Bol Radha Bol,21-Aug-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.75 Cr
Tahalka,7-Aug-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,5.75 Cr
Shola Aur Shabnam,2-Jul-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,6 Cr
Deewana,25-Jun-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,7.75 Cr
Jo Jeeta Wohi Sikandar,22-May-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,7 Cr
Khuda Gawah,8-May-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,6.50 Cr
Beta,3-Apr-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,13 Cr
Vishwatma,24-Jan-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,5.25 Cr
Khiladi,5-Jan-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,4 Cr
Darr,24-Dec-93,0.47 Cr,1.39 Cr,2.65 Cr,10.74 Cr
Tadipaar,17-Dec-93,0.24 Cr,0.69 Cr,1.17 Cr,2.30 Cr
Shatranj,17-Dec-93,0.27 Cr,0.74 Cr,1.28 Cr,3.09 Cr
Santaan,11-Dec-93,0.12 Cr,0.39 Cr,0.70 Cr,2.19 Cr
Dhanwaan,10-Dec-93,0.15 Cr,0.50 Cr,0.82 Cr,1.39 Cr
Bhagyawan,10-Dec-93,0.17 Cr,0.48 Cr,0.88 Cr,2.00 Cr
Aakhri Chetawani,10-Dec-93,0 Cr N.A,0 Cr N.A,0.13 Cr,0.07 Cr
Aulad Ke Dushman,3-Dec-93,0.20 Cr,0.55 Cr,0.96 Cr,2.08 Cr
Bedardi,12-Nov-93,0.21 Cr,0.66 Cr,1.16 Cr,2.85 Cr
Baazigar,12-Nov-93,0 Cr N.A,0 Cr N.A,0 Cr N.A,7.75 Cr
Parwane,12-Nov-93,0.11 Cr,0.31 Cr,0.53 Cr,1.12 Cr
Khalnayak,6-Aug-93,0 Cr N.A,0 Cr N.A,0 Cr N.A,12.50 Cr
Hum Hain Rahi Pyar Ke,23-Jul-93,0 Cr N.A,0 Cr N.A,0 Cr N.A,5 Cr
Damini,30-Apr-93,0 Cr N.A,0 Cr N.A,0 Cr N.A,6.50 Cr
Aankhen,9-Apr-93,0 Cr N.A,0 Cr N.A,0 Cr N.A,14 Cr
Anari,26-Mar-93,0 Cr N.A,0 Cr N.A,0 Cr N.A,6 Cr
King Uncle,5-Feb-93,0 Cr N.A,0 Cr N.A,0 Cr N.A,2 Cr
Tirangaa,29-Jan-93,0 Cr N.A,0 Cr N.A,0 Cr N.A,6.75 Cr
Aansoo Bane Angaarey,1-Jan-93,0.16 Cr,0.47 Cr,0.81 Cr,1.63 Cr
Jaanam,1-Jan-93,0.04 Cr,0.17 Cr,0.29 Cr,0.42 Cr
Ashaant,1-Jan-93,0.15 Cr,0.40 Cr,0.68 Cr,1.45 Cr
Kaise Kaise Rishte,1-Jan-93,0 Cr N.A,0 Cr N.A,0.20 Cr,0.04 Cr
Baarish,1-Jan-93,0.02 Cr,0.05 Cr,0.08 Cr,0.17 Cr
Meri Aan,1-Jan-93,0.04 Cr,0.10 Cr,0.17 Cr,0.49 Cr
Tehqiqaat,1-Jan-93,0.15 Cr,0.41 Cr,0.71 Cr,1.52 Cr
Teri Payal Mere Geet,1-Jan-93,0.05 Cr,0.14 Cr,0.23 Cr,0.48 Cr
Tum Karo Vaada,1-Jan-93,0 Cr N.A,0 Cr N.A,0.25 Cr,0.03 Cr
Mr. Azaad,23-Dec-94,0.33 Cr,0.94 Cr,1.62 Cr,3.23 Cr
Teesra Kaun,23-Dec-94,0.32 Cr,0.90 Cr,1.55 Cr,3.15 Cr
Hum Hain Bemisal,16-Dec-94,0.39 Cr,1.08 Cr,1.75 Cr,3.02 Cr
Zaalim,9-Dec-94,0.36 Cr,1.03 Cr,1.72 Cr,3.18 Cr
Gopi Kishen,2-Dec-94,0.43 Cr,1.24 Cr,2.14 Cr,4.81 Cr
The Gentleman,18-Nov-94,0.46 Cr,1.36 Cr,2.45 Cr,4.60 Cr
Suhaag,4-Nov-94,0.55 Cr,1.53 Cr,2.59 Cr,7.09 Cr
Amaanat,14-Oct-94,0.41 Cr,1.13 Cr,1.88 Cr,3.09 Cr
Main Khiladi Tu Anadi,23-Sep-94,0.50 Cr,1.41 Cr,2.43 Cr,7.88 Cr
Bandit Queen,17-Sep-94,0.35 Cr,1.14 Cr,2.39 Cr,14.10 Cr
Andaz Apna Apna,3-Sep-94,0.31 Cr,0.92 Cr,1.68 Cr,5.30 Cr
Kranti Kshetra,26-Aug-94,0.26 Cr,0.72 Cr,1.24 Cr,2.36 Cr
Chaand Ka Tukdaa,20-Aug-94,0.25 Cr,0.73 Cr,1.24 Cr,2.06 Cr
Naaraaz,19-Aug-94,0.24 Cr,0.68 Cr,1.18 Cr,2.15 Cr
Aag,19-Aug-94,0.33 Cr,0.94 Cr,1.61 Cr,3.22 Cr
Hum Aapke Hain Koun..!,6-Aug-94,0.10 Cr,0.29 Cr,0.68 Cr,72.47 Cr
Vijaypath,5-Aug-94,0.51 Cr,1.44 Cr,2.41 Cr,6.45 Cr
Janta Ki Adalat,30-Jul-94,0.33 Cr,0.92 Cr,1.57 Cr,3.09 Cr
1942 – A Love Story,28-Jul-94,0.42 Cr,1.21 Cr,2.32 Cr,6.99 Cr
Krantiveer,23-Jul-94,0.44 Cr,1.27 Cr,2.27 Cr,9.35 Cr
Eena Meena Deeka,12-Jul-94,0.38 Cr,1.06 Cr,1.85 Cr,3.93 Cr
Mohra,9-Jul-94,0.60 Cr,1.59 Cr,3.17 Cr,12.01 Cr
Juaari,8-Jul-94,0.18 Cr,0.52 Cr,0.89 Cr,1.75 Cr
Laadla,2-Jul-94,0.39 Cr,1.11 Cr,2.02 Cr,7.16 Cr
Aatish,25-Jun-94,0.56 Cr,1.56 Cr,2.64 Cr,6.43 Cr
Ekka Raja Rani,24-Jun-94,0.27 Cr,0.77 Cr,1.29 Cr,2.47 Cr
Cheetah,24-Jun-94,0.30 Cr,0.78 Cr,1.35 Cr,3.61 Cr
Anth,11-Jun-94,0.32 Cr,0.91 Cr,1.59 Cr,3.93 Cr
Jai Kishan,10-Jun-94,0.23 Cr,0.64 Cr,1.10 Cr,2.45 Cr
Aa Gale Lag Jaa,14-May-94,0.20 Cr,0.64 Cr,1.09 Cr,3.19 Cr
Yeh Dillagi,7-May-94,0.29 Cr,0.88 Cr,1.63 Cr,5.72 Cr
Pehla Pehla Pyar,6-May-94,0.16 Cr,0.50 Cr,0.88 Cr,1.76 Cr
Saajan Ka Ghar,30-Apr-94,0.19 Cr,0.65 Cr,1.17 Cr,3.76 Cr
Anjaam,22-Apr-94,0.40 Cr,1.16 Cr,2.04 Cr,4.99 Cr
Betaaj Badshah,8-Apr-94,0.31 Cr,0.87 Cr,1.48 Cr,2.97 Cr
Chauraha,8-Apr-94,0.13 Cr,0.36 Cr,0.63 Cr,1.54 Cr
Khuddar,25-Mar-94,0.38 Cr,1.06 Cr,1.84 Cr,4.51 Cr
Salaami,18-Mar-94,0.13 Cr,0.41 Cr,0.73 Cr,2.80 Cr
Imtihaan,11-Mar-94,0.27 Cr,0.78 Cr,1.38 Cr,3.09 Cr
Kabhi Haan Kabhi Naa,25-Feb-94,0.14 Cr,0.50 Cr,0.96 Cr,3.88 Cr
Dilwale,4-Feb-94,0.29 Cr,0.83 Cr,1.51 Cr,6.33 Cr
Dulaara,28-Jan-94,0.29 Cr,0.80 Cr,1.40 Cr,3.51 Cr
Elaan,21-Jan-94,0.31 Cr,0.89 Cr,1.59 Cr,4.61 Cr
Raja Babu,21-Jan-94,0.49 Cr,1.38 Cr,2.50 Cr,8.24 Cr
Zamane Se Kya Darna,14-Jan-94,0.39 Cr,1.12 Cr,1.87 Cr,4.06 Cr
Tejasvini,30-Nov-93,0.26 Cr,0.75 Cr,1.30 Cr,3.76 Cr
Maha Shaktishaali,30-Nov-93,0.17 Cr,0.46 Cr,0.79 Cr,1.58 Cr
Haqeeqat,29-Dec-95,0.64 Cr,1.83 Cr,3.02 Cr,6.25 Cr
Trimurti,22-Dec-95,1.06 Cr,3.07 Cr,5.04 Cr,8.58 Cr
Gambler,8-Dec-95,0.72 Cr,2.06 Cr,3.46 Cr,7.17 Cr
Akele Hum Akele Tum,30-Nov-95,0.40 Cr,1.29 Cr,2.35 Cr,7.07 Cr
Ram Jaane,29-Nov-95,0.62 Cr,1.78 Cr,3.16 Cr,8.61 Cr
Angarakshak,17-Nov-95,0.69 Cr,1.90 Cr,3.10 Cr,5.65 Cr
Diya Aur Toofan,27-Oct-95,0.24 Cr,0.64 Cr,1.08 Cr,1.84 Cr
Dilwale Dulhania Le Jayenge,20-Oct-95,0.55 Cr,1.56 Cr,3.37 Cr,53.31 Cr
Yaraana,20-Oct-95,0.46 Cr,1.39 Cr,2.57 Cr,5.21 Cr
Barsaat,6-Oct-95,0.68 Cr,1.96 Cr,3.67 Cr,19.19 Cr
Veergati,29-Sep-95,0.57 Cr,1.58 Cr,2.62 Cr,4.99 Cr
Kartavya,29-Sep-95,0.44 Cr,1.30 Cr,2.09 Cr,3.35 Cr
Jallaad,15-Sep-95,0.49 Cr,1.34 Cr,2.30 Cr,4.69 Cr
Ram Shastra,11-Sep-95,0.44 Cr,1.17 Cr,1.82 Cr,2.67 Cr
Gundaraj,8-Sep-95,0.61 Cr,1.67 Cr,2.87 Cr,5.08 Cr
Sabse Bada Khiladi,6-Sep-95,0.65 Cr,1.82 Cr,3.15 Cr,9.40 Cr
Ahankaar,25-Aug-95,0.39 Cr,1.11 Cr,1.87 Cr,3.14 Cr
Oh Darling Yeh Hai India,11-Aug-95,0.22 Cr,0.68 Cr,1.16 Cr,1.78 Cr
Guddu,11-Aug-95,0.25 Cr,0.78 Cr,1.34 Cr,2.55 Cr
Hum Dono,11-Aug-95,0.46 Cr,1.34 Cr,2.36 Cr,6.06 Cr
Rangeela,9-Aug-95,0.71 Cr,2.05 Cr,3.73 Cr,20.22 Cr
Aatank Hi Aatank,4-Aug-95,0.31 Cr,0.89 Cr,1.46 Cr,2.55 Cr
Hulchul,4-Aug-95,0.59 Cr,1.65 Cr,2.80 Cr,5.75 Cr
Criminal,4-Aug-95,0.35 Cr,1.01 Cr,1.74 Cr,3.23 Cr
Zamaana Deewana,28-Jul-95,0.52 Cr,1.50 Cr,2.54 Cr,4.67 Cr
Takkar,14-Jul-95,0.44 Cr,1.24 Cr,2.14 Cr,4.09 Cr
Coolie No 1,30-Jun-95,0.74 Cr,2.09 Cr,3.57 Cr,12.56 Cr
Ravan Raaj,23-Jun-95,0.50 Cr,1.34 Cr,2.20 Cr,5.22 Cr
Raja,22-Jun-95,0.73 Cr,2.11 Cr,3.70 Cr,20.34 Cr
Kismat,16-Jun-95,0.30 Cr,0.89 Cr,1.42 Cr,2.63 Cr
Gaddaar,9-Jun-95,0.33 Cr,0.90 Cr,1.50 Cr,2.69 Cr
Nazar Ke Samne,2-Jun-95,0.16 Cr,0.45 Cr,0.74 Cr,1.26 Cr
Zakhmi Sipahi,26-May-95,0.28 Cr,0.79 Cr,1.32 Cr,2.50 Cr
Raghuveer,19-May-95,0.41 Cr,1.17 Cr,1.99 Cr,3.78 Cr
Policewala Gunda,19-May-95,0.37 Cr,1.02 Cr,1.74 Cr,3.74 Cr
Taqdeerwala,12-May-95,0.30 Cr,0.89 Cr,1.53 Cr,3.43 Cr
God And Gun,5-May-95,0.30 Cr,0.81 Cr,1.26 Cr,1.86 Cr
Prem,5-May-95,0.26 Cr,0.88 Cr,1.62 Cr,3.88 Cr
The Don,28-Apr-95,0.38 Cr,1.03 Cr,1.69 Cr,3.05 Cr
Maidan-E-Jung,14-Apr-95,0.40 Cr,1.10 Cr,1.88 Cr,4.22 Cr
Baazi,13-Apr-95,0.43 Cr,1.31 Cr,2.25 Cr,5.09 Cr
Hathkadi,31-Mar-95,0.49 Cr,1.36 Cr,2.33 Cr,4.87 Cr
Jai Vikraanta,24-Mar-95,0 Cr N.A,0 Cr N.A,2.32 Cr,4.81 Cr
Naajayaz,17-Mar-95,0.54 Cr,1.53 Cr,2.63 Cr,5.90 Cr
Andolan,3-Mar-95,0.69 Cr,1.95 Cr,3.20 Cr,6.05 Cr
Surakshaa,3-Mar-95,0.41 Cr,0.12 Cr,2.01 Cr,3.82 Cr
Jawab,27-Jan-95,0.15 Cr,0.51 Cr,0.89 Cr,1.89 Cr
Karan Arjun,13-Jan-95,0.80 Cr,2.24 Cr,4.29 Cr,25.29 Cr
Nishana,1-Jan-95,0.21 Cr,0.58 Cr,0.97 Cr,1.81 Cr
Bewafa Sanam,1-Jan-95,0.10 Cr,0.34 Cr,0.67 Cr,4.96 Cr
Ajay,27-Dec-96,0.70 Cr,2.01 Cr,3.61 Cr,9.18 Cr
Tere Mere Sapne,6-Dec-96,0.21 Cr,0.75 Cr,1.44 Cr,7.71 Cr
Saajan Chale Sasural,4-Dec-96,0.69 Cr,1.97 Cr,3.65 Cr,13.82 Cr
Dastak,29-Nov-96,0.21 Cr,0.68 Cr,1.25 Cr,3.01 Cr
Rakshak,29-Nov-96,0.63 Cr,1.76 Cr,3.05 Cr,6.62 Cr
Chhote Sarkar,22-Nov-96,0.47 Cr,1.34 Cr,2.16 Cr,3.93 Cr
Raja Hindustani,15-Nov-96,0.59 Cr,1.70 Cr,3.65 Cr,43.15 Cr
Ghatak,8-Nov-96,0.80 Cr,2.27 Cr,4.28 Cr,15.24 Cr
Maachis,25-Oct-96,0.05 Cr,0.22 Cr,0.44 Cr,4.07 Cr
Rangbaaz,25-Oct-96,0.25 Cr,0.68 Cr,1.12 Cr,2.10 Cr
Return Of Jewel Thief,18-Oct-96,0.30 Cr,0.85 Cr,1.44 Cr,3.01 Cr
Diljale,27-Sep-96,0.71 Cr,1.99 Cr,3.52 Cr,9.09 Cr
Daanveer,20-Sep-96,0.34 Cr,0.91 Cr,1.51 Cr,2.52 Cr
Angaara,13-Sep-96,0.31 Cr,0.86 Cr,1.42 Cr,2.42 Cr
